city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,6way_int_count,2way_int_prop,5way_int_prop,6way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,7way_int_count,7way_int_prop,8way_int_count,8way_int_prop
capulhuac de mirafuentes,151,2.6726119698771305,319.2470166646915,241.17511445220055,81091.6626534203,43172.882507429094,617,3,1497,401,5.0,0.0,0.0011890606420927466,0.0019817677368212444,0.0,0.0073946189858820795,0.8388888888888889,0.7330685203574975,0.0,0.0,0.0,0.0
cap haitien,760,2.875055978504254,193.09919181778352,157.29844599934984,52658.37548201414,26398.9537958565,414,0,1273,543,3.0,0.0,0.0,0.0013434841021047917,0.0,0.007314653198419241,0.7554858934169278,0.9157139654785923,0.0,0.0,0.0,0.0
caracas,857,2.670230016215242,124.33552500137725,94.9522873051176,39446.629462367055,23663.256659551836,3935,73,10302,2244,85.0,10.0,0.004384121073809381,0.005104798510599964,0.0006005645306588193,0.005254370807459774,0.858788756182893,0.6032397212753763,2.0,0.00012011290613176385,0.0,0.0
caratinga,1377,2.8186582809224316,235.50333341241858,203.4116842052756,66871.32704352558,35878.54404270889,130,0,738,85,1.0,0.0,0.0,0.0010482180293501049,0.0,0.006563904408497779,0.909853249475891,0.7740409879138203,0.0,0.0,0.0,0.0
carazinho,1158,3.202297383535418,246.83747728988416,225.8870085728742,79556.35327291708,42586.16819488273,133,0,863,561,8.0,2.0,0.0,0.005105296745373325,0.0012763241863433313,0.0057961889447368685,0.635609444798979,0.9568552253116012,0.0,0.0,0.0,0.0
cardenas,251,2.782830429239269,171.87472570064304,136.81315819689945,43431.72647213974,23416.468578898326,480,1,1428,438,6.0,0.0,0.00042498937526561835,0.0025499362515937103,0.0,0.007339908027614692,0.8112244897959183,0.7997446265162801,0.0,0.0,0.0,0.0
cardiff,1741,2.3933507995302197,172.98805830120412,116.57041529213855,32925.02941371038,17898.744622706676,3610,59,6855,529,15.0,0.0,0.005330201463546843,0.0013551359653085192,0.0,0.00966481515590475,0.9504995458673933,0.612037247331365,0.0,0.0,1.0,9.034239768723462e-05
carlisle,1761,2.3591160220994474,261.69242393877215,171.08804879974977,47871.53619851759,24682.492912580787,752,12,1286,120,2.0,0.0,0.0055248618784530384,0.0009208103130755065,0.0,0.010602349805816667,0.9435185185185185,0.6347624565469293,0.0,0.0,0.0,0.0
carnot,3239,2.7276785714285716,85.40399882278864,70.15328474729066,38686.90502741709,19353.17789407447,40,0,165,19,0.0,0.0,0.0,0.0,0.0,0.00441291860645468,0.9151785714285714,0.8148984198645598,0.0,0.0,0.0,0.0
carora,765,3.105095541401274,280.53905291194684,244.0868447628786,89266.74416491718,45838.52398603752,204,0,796,567,3.0,0.0,0.0,0.001910828025477707,0.0,0.0061201589518327295,0.6369426751592356,1.005103668261563,0.0,0.0,0.0,0.0
