city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,6way_int_count,2way_int_prop,5way_int_prop,6way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,max_info_centrality,avg_info_centrality,max_betweenness_centrality,avg_betweenness_centrality,global_efficiency,avg_closeness_centrality
allentown,913,2.989057433997221,69.78864666203094,59.51752925727858,26775.94973100721,14605.23480043269,2542,73,9770,4812,69.0,6.0,0.004226493747105141,0.003994905048633627,0.0003473830477072719,0.004778331031005637,0.7158555729984302,0.8905300497194196,7.213428599602967e-06,4.2051000347458124e-10,0.3813213862031425,2.207743088253488e-05,0.021895036059442163,1.2680517757116452e-06
almaty,6174,2.78891451736912,68.65523774089007,54.153516314108096,26384.91079902,14574.304030125088,3022,17,8252,2992,23.0,1.0,0.0011882295379883974,0.0016076046690431257,6.989585517578807e-05,0.004710704373874711,0.7889433170048985,0.7756430446194226,1.484679799618939e-05,1.049021267306535e-09,0.1245097238518931,8.702713626329286e-06,0.02403844367523019,1.5915341570946865e-06
almelo,2279,2.7122614227877384,177.17412364911533,143.25588482444374,42195.33979475474,23261.339585738377,662,36,2402,353,3.0,2.0,0.010410641989589358,0.0008675534991324465,0.000578368999421631,0.007616677577663735,0.8953828170660433,0.7277379733879222,5.440891542630194e-05,1.5821144351934265e-08,0.2188255367574762,6.328095337116143e-05,0.041605497180604516,1.2667222700499952e-05
almere,2187,2.91635065804149,170.90966962014957,147.9590514824449,45543.874144708825,26503.21858469533,602,46,2979,839,15.0,2.0,0.01026098594691055,0.0033459736783403972,0.00044612982377871963,0.006448638269121164,0.8070768537299977,0.7523959860187169,3.983214272698235e-05,8.999580372115306e-09,0.24499805021444301,5.465046848414968e-05,0.034914161042817214,8.699070363013536e-06
almeria,1758,2.9863517060367455,295.65069023389776,269.9914177306583,51058.798984478395,32197.3116805826,496,38,4246,920,13.0,2.0,0.006649168853893263,0.002274715660542432,0.00034995625546806647,0.009182465081772567,0.8353003346838118,0.6109789408758481,4.047110844830058e-05,7.113923088117521e-09,0.1349462999919698,2.3612650917230062e-05,0.032740103027274474,5.154471016376211e-06
almetyevsk,4857,2.8784584980237153,52.46790725544673,44.379968982867986,21236.229146681286,11560.35443082612,156,1,667,186,2.0,0.0,0.0009881422924901185,0.001976284584980237,0.0,0.00453860714819773,0.8140454995054401,0.7719385225582548,0.0002655502515984101,2.6502021117605797e-07,0.3155942770055849,0.0003118520523770602,0.06507064115012733,5.9153268346621156e-05
alor setar,10943,2.575980392156863,233.09907896677893,174.88444830634498,49680.649180964836,27623.686510868352,1936,19,5200,590,7.0,0.0,0.0024509803921568627,0.0009029927760577915,0.0,0.008438376929707324,0.922798396482607,0.6714313433801177,1.951957726799184e-05,2.535339299648245e-09,0.14175766980590077,1.82865931122163e-05,0.02906826661176647,3.454018092071606e-06
alphen aan den rijn,2162,2.6966966966966965,180.9781386601428,142.8570463898167,37953.05861050246,21290.279023897332,491,16,1536,285,3.0,0.0,0.006864006864006864,0.001287001287001287,0.0,0.008500505721742933,0.8755939524838013,0.7003243243243243,9.602230590797116e-05,4.1371092592835484e-08,0.18400277251005348,7.893726834408128e-05,0.04829066806965078,2.0910776750486422e-05
altagracia de orituco,872,2.916839916839917,153.00999722954248,127.72040309285094,47466.037008399675,23757.53286889107,159,0,565,238,0.0,0.0,0.0,0.0,0.0,0.006440483448931644,0.7525987525987526,0.9473684210526315,0.00022260264422406423,2.318777544000669e-07,0.2706416967561414,0.00028133232511033413,0.06521803762807672,6.019646747850645e-05
altamira,1106,3.1464968152866244,350.3989127881276,325.29071043865986,86301.07654748559,48362.727123106706,135,0,1204,544,1.0,0.0,0.0,0.0005307855626326964,0.0,0.007245226512892699,0.7107218683651805,0.8541057666755248,0.00016844285908116765,8.969268321680918e-08,0.210932788212975,0.00011196007866930733,0.0507536598486981,2.2952420747218705e-05
