country,country_iso,core_city,uc_id,cc_avg_dir,cc_avg_undir,cc_wt_avg_dir,cc_wt_avg_undir,circuity,elev_iqr,elev_mean,elev_median,elev_range,elev_std,grade_mean,grade_median,intersect_count,intersect_count_clean,intersect_count_clean_topo,k_avg,length_mean,length_median,length_total,street_segment_count,node_count,orientation_entropy,orientation_order,pagerank_max,prop_4way,prop_3way,prop_deadend,self_loop_proportion,straightness,uc_names,world_region,world_subregion,resident_pop,area,built_up_area
india,IND,fatehpur,7924,0.0284900284900284,0.0308641975308641,0.0031431656014245,0.0036542057315258,1.0400868239037333,4.0,118.77777777777776,119.0,13.0,2.8591956910991594,0.0065663716814159,0.002,66,62,62,2.7901234567901234,696.6168849557522,443.882,78717.708,113,81,3.3964698758613285,0.1630123287596347,0.0289829122838581,0.1728395061728395,0.6296296296296297,0.1851851851851851,0.0,0.9614581946598684,Fatehpur,Asia,South-Central Asia,967303,35.0,6.08986759186
india,IND,nargund,7503,0.0222222222222222,0.0222222222222222,0.0009948255307164,0.0009948255307164,1.0549049979100804,11.25,601.2458333333333,599.0,138.0,11.967965580643606,0.0249121621621621,0.012,170,162,162,2.466666666666667,156.0313445945946,95.0445,46185.278000000006,296,240,3.353209943735518,0.1986494386366758,0.0116695845222748,0.0916666666666666,0.6125,0.2916666666666667,0.0,0.9479526611222288,Nargund,Asia,South-Central Asia,56111,6.0,1.16188800335
india,IND,bamaur,7364,0.0411111111111111,0.0407407407407407,0.0024280943872542,0.0023672217993653,1.0214122000431527,2.0,186.51111111111112,187.0,16.0,3.3413539867314963,0.0074255319148936,0.002,25,22,22,2.088888888888889,624.4239361702126,135.235,29347.925,47,45,2.721940607335679,0.630483360740193,0.0487688064418302,0.0222222222222222,0.5333333333333333,0.4444444444444444,0.0,0.9790366709519936,Bamaur,Asia,South-Central Asia,105922,13.0,1.96284294128
india,IND,srinagar,6442,0.023324568805589,0.0251991698466893,0.0005588000626509,0.0005831424748133,1.0609728470122075,9.0,1594.261096605744,1590.0,193.0,17.44393863958647,0.0211540669856459,0.01,3628,3120,3141,2.518578027716409,150.45419968102075,93.0165,943347.832,6270,4979,3.511486871219409,0.0644916745397453,0.0007319113327141,0.0777264510945973,0.6471178951596707,0.2713396264310102,0.0012759170653907,0.9425311899508902,Srinagar,Asia,South-Central Asia,1105044,155.0,57.9208564758
japan,JPN,tagawa,12749,0.057606211142265,0.0584521922873745,0.0041038022721135,0.0041585305601404,1.0604645955503702,18.0,32.97622820919176,31.0,199.0,13.363934963405212,0.0270669344042838,0.016,2335,2103,2108,2.9595879556259903,130.85170227576975,103.212,488731.108,3735,2524,3.542582116305293,0.0369151815599227,0.001242206663866,0.1988906497622821,0.7198890649762282,0.0748811410459587,0.0005354752342704,0.942982919180824,Tagawa,Asia,Eastern Asia,54333,35.0,22.4693183899
china,CHN,xishui,10666,0.0211066272557169,0.0386541471048513,0.0008712477411026,0.0014607053081876,1.066899092337922,17.0,1171.8403755868544,1171.0,177.0,19.12404551446689,0.0505637982195845,0.015,181,109,112,3.164319248826291,351.16459643916915,216.482,118342.469,337,213,3.42922127806802,0.1355163881202286,0.015409726421322,0.4366197183098591,0.3896713615023474,0.1502347417840375,0.0,0.9372957641276792,Xishui,Asia,Eastern Asia,89824,18.0,4.2291059494
bangladesh,BGD,godagari,9614,0.255072463768116,0.255072463768116,0.0819182227044884,0.0819182227044884,1.080541759584591,2.5,25.43478260869565,25.0,15.0,3.702899195305333,0.0193928571428571,0.0025,17,16,16,2.4347826086956523,1311.3306785714287,1359.2125,36717.259000000005,28,23,3.106773836258576,0.386873488341084,0.0984731306494934,0.0434782608695652,0.6521739130434783,0.2608695652173913,0.0,0.9254616872784678,Godagari,Asia,South-Central Asia,110573,27.0,5.03713083267
myanmar,MMR,tan_soe,10164,0.0385767790262172,0.0385767790262172,0.0024433998168125,0.0024433998168125,1.0642163455683935,5.0,91.19101123595506,90.0,164.0,14.622021837753742,0.0166681957186544,0.01,394,381,381,2.939325842696629,132.848,84.9145,86882.592,654,445,3.272609058959629,0.2629797831528296,0.0071989927711207,0.2112359550561797,0.6696629213483146,0.1146067415730337,0.0,0.9396585611226486,Tan Soe တံစိုး; Indine village(အင်တိုင်းရွာ); Dawei ထားဝယ်; Pyi Pan ပြည်ပန်း; Myin Ka Bet မြင်းကဘက်; Tar Taing; Pauk Kone (ပေါက်ကုန်း); Ton Lon တုံလုံ; Zoo; Pin Ta Lel; Taung Boet (တောင်ဘုတ်),Asia,South-Eastern Asia,107004,12.0,2.78936767578
italy,ITA,trani,3110,0.0389570194367615,0.0637788778877888,0.0016744926006286,0.0024252237576008,1.0359517946004992,5.0,14.330445544554456,15.0,40.0,4.134476054155361,0.0265432098765432,0.013,736,591,592,3.007425742574257,86.08758189300413,54.388,104596.412,1215,808,3.14422981864789,0.3598865459162418,0.0038406368961774,0.2264851485148515,0.6757425742574258,0.0891089108910891,0.0016460905349794,0.965295880765993,Trani,Europe,Southern Europe,54002,11.0,4.66885900497
south_africa,ZAF,vosman,3768,0.0603472450833361,0.0618640038040892,0.0014293865739433,0.0014997496505861,1.08409372838858,38.0,1507.9705183071803,1510.0,96.0,22.747216474615705,0.021413001293661,0.014,1957,1798,1798,2.940561103185925,106.84840944372574,65.241,330375.282,3092,2103,3.470941182768289,0.0998475262609739,0.0016049546942566,0.1188777936281502,0.8107465525439848,0.0694246314788397,0.0032341526520051,0.922429466948786,Vosman; Hlalanikahle,Africa,Southern Africa,134248,20.0,6.72397518158
india,IND,jetpur,6523,0.0679516468301515,0.0757009345794392,0.0049386929178158,0.005251717439189,1.070376792687616,7.0,88.64797507788163,89.0,30.0,4.984733312763778,0.0099593147751606,0.006,283,256,261,2.9096573208722742,227.8313383297645,104.097,106397.23500000002,467,321,3.443303487245076,0.1235572749253675,0.008078299514278,0.1557632398753894,0.7102803738317757,0.1183800623052959,0.0021413276231263,0.934250449777684,Jetpur,Asia,South-Central Asia,160091,22.0,7.53523492813
myanmar,MMR,pyu,10242,0.0159420289855072,0.0159420289855072,0.0010686192287606,0.0010686192287606,1.0338538779779525,3.0,53.3,54.0,17.0,2.778143766739048,0.0151764705882352,0.008,348,324,324,2.6608695652173915,132.48928921568626,81.1985,81083.44499999999,612,460,2.6926941505134967,0.6464886948122001,0.0047082466050417,0.1804347826086956,0.5760869565217391,0.2434782608695652,0.0,0.9672546781522308,Pyu,Asia,South-Eastern Asia,100215,11.0,1.99476718903
china,CHN,penglai,11611,0.0202995586679797,0.0284684684684684,0.0014821126470004,0.0018223507254433,1.0155242430394178,32.0,31.14054054054054,24.0,127.0,24.571266399971165,0.0204668989547038,0.01,323,211,214,3.1027027027027025,322.91348083623694,246.709,185352.338,574,370,2.911299965047309,0.5182807708694896,0.00925451157054,0.3891891891891892,0.4648648648648649,0.127027027027027,0.0,0.9847130749011422,Penglai,Asia,Eastern Asia,94652,36.0,18.7759380341
kuwait,KWT,al_jahra,5691,0.0712961287078935,0.0863529411764709,0.0033052164012886,0.0038080772397599,1.163461625637617,14.0,26.468235294117648,26.0,64.0,9.888371204401617,0.0184047493403693,0.007,2524,1925,1971,2.9725490196078432,99.85808126649076,66.4295,378462.128,3790,2550,3.361979736753328,0.1914876208054592,0.0019126433087938,0.0203921568627451,0.9666666666666668,0.0101960784313725,0.041952506596306,0.8595040678303125,Al Jahra,Asia,Western Asia,82422,22.0,17.2162895203
china,CHN,gongzhuling,11277,0.0208673542472425,0.0298882681564245,0.0013739676070913,0.0018389456219598,1.0334087043012936,13.0,210.22625698324023,209.0,64.0,9.779454995663407,0.0096121673003802,0.006,295,233,234,2.9385474860335195,352.0967319391635,214.0895,185202.881,526,358,3.2648370806467284,0.2690406007907263,0.0105627169627731,0.3463687150837989,0.4720670391061452,0.1759776536312849,0.0,0.9676713538774748,Gongzhuling,Asia,Eastern Asia,188001,41.0,23.6591873169
democratic_republic_of_the_congo,COD,tshikapa,3434,0.0235428709055877,0.0235428709055877,0.0011016145425397,0.0011016145425397,1.038428742577727,68.0,519.7543352601156,520.0,193.0,41.862022952294495,0.0352201920824549,0.019,2517,2351,2351,3.084537572254335,111.49632630592646,79.33500000000001,475977.817,4269,2768,3.458889597854641,0.1102252135741683,0.0010509357583998,0.2792630057803468,0.630057803468208,0.0906791907514451,0.0007027406886858,0.9629933754700069,Tshikapa,Africa,Middle Africa,546808,48.0,15.1784572601
angola,AGO,matala,3178,0.0687271518777003,0.0691259554669326,0.0035429727175186,0.0035516644200936,1.0405498669251303,40.0,1263.383848454636,1260.0,107.0,25.556856467882064,0.0193795221843003,0.013,911,790,791,2.92123629112662,135.98565597269624,104.96000000000002,199218.986,1465,1003,3.529702096351554,0.0483862887710937,0.0025485020302955,0.1704885343968095,0.7367896311066799,0.0917248255234297,0.0,0.9610303473057404,Matala,Africa,Middle Africa,236418,21.0,6.10414171219
botswana,BWA,palapye,3659,0.065093382054405,0.0665448639870075,0.002670415644674,0.0026968020037507,1.0555858064316512,5.0,927.3666260657734,927.0,22.0,3.403880918417511,0.011011803011803,0.006,1599,1422,1422,2.9926918392204627,102.14205657305658,82.98,250963.033,2457,1642,3.375467230048471,0.1804109305878131,0.0012696865178756,0.1218026796589525,0.8514007308160779,0.0261875761266747,0.0016280016280016,0.9473412714599148,Palapye,Africa,Southern Africa,60280,17.0,8.5014295578
